file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,fused_words,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX197402444,1,1,o P ATOVICEn.Le,,,ces,0.75,23424.0,3,15,0.0,0,0,0,0,0,0,0.1,0.5,0.5833,0.4347,Trash,False
CTX197402444,1,2,Kat. obec:,,,ces,0.75,850.0,2,10,0.1,0,0,0,0,0,0,0.0,0.4286,0.4286,0.7727,Noisy,False
CTX197402444,1,3,Osada:,,,ces,0.9951,850.0,1,6,0.1667,0,0,0,0,0,0,0.0,0.6,0.6,0.7782,Noisy,False
CTX197402444,1,4,Trať: Pardubice,,,ces,0.75,197.0,2,15,0.0667,0,0,0,0,0,0,0.0,0.3846,0.3846,0.865,Noisy,False
CTX197402444,1,5,Okres:,,,ces,0.75,804.0,1,6,0.1667,0,0,0,0,0,0,0.0,0.4,0.6,0.7721,Noisy,False
CTX197402444,1,6,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,7,Druh a kultura:,,,ces,0.9973,148.0,3,15,0.0667,0,0,0,0,0,0,0.0,0.4167,0.3333,0.8228,Noisy,False
CTX197402444,1,8,Lužické sídliště,,,ces,1.0,82.0,2,16,0.0,0,0,0,0,0,0,0.0,0.4,0.2,0.9506,Clear,False
CTX197402444,1,9,Zpráva,,,ces,1.0,87.0,1,6,0.0,0,0,0,0,0,0,0.0,0.3333,0.5,0.9454,Clear,False
CTX197402444,1,10,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,11,XXWžkumu,,,ces,0.8246,850.0,1,8,0.0,0,0,0,0,1,0,0.2,0.25,0.75,0.3275,Trash,False
CTX197402444,1,12,XAterenta,,,ces,0.75,850.0,1,9,0.0,0,0,0,0,0,0,0.2,0.4444,0.4444,0.5718,Noisy,False
CTX197402444,1,13,kmixxxx,,,ces,0.9954,850.0,1,7,0.0,0,0,1,0,0,1,0.35,0.1429,0.7143,0.4957,Trash,False
CTX197402444,1,14,ved. oddělení,,,ces,1.0,804.0,2,13,0.0,0,0,0,0,0,0,0.0,0.4545,0.7273,0.8417,Noisy,False
CTX197402444,1,15,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,16,za období:,,,ces,0.9609,624.0,2,10,0.1,0,0,0,0,0,0,0.0,0.5,0.75,0.7208,Noisy,False
CTX197402444,1,17,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,18,19.111.1974,,,,0.0,0.0,0,11,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX197402444,1,19,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,20,Dne 19.III.1974 jsije navštívili pískovnu JZD,,,ces,0.9896,84.5,6,45,0.0,0,0,1,0,0,0,0.0583,0.4062,0.5,0.913,Clear,False
CTX197402444,1,21,"v Opatovicích n.L., známou z velkého záchraného výzkumu AŮ ČSAV",,,ces,0.9999,163.0,10,63,0.0,0,0,0,0,0,0,0.01,0.4118,0.4902,0.9,Clear,False
CTX197402444,1,22,v Praze v letech 1956-1959. Tehdy práce v pískovně byla zastavena,,,ces,1.0,30.62,11,65,0.0,0,0,1,0,0,0,0.0318,0.3778,0.5556,0.9,Clear,False
CTX197402444,1,23,a proto výzkum byl přerušen.,,,ces,1.0,115.5,5,28,0.0,0,0,0,0,0,0,0.0,0.3913,0.6087,0.9018,Clear,False
CTX197402444,1,24,"Zjistili jsme, že práce v pískovně byly obnoveny,",,,ces,1.0,33.75,8,49,0.0,0,0,0,0,0,0,0.0,0.4,0.625,0.9106,Clear,False
CTX197402444,1,25,rozsah pískovny se zvětšil i za hranice záchranného výzkumu. Na,,,ces,1.0,22.38,10,63,0.0,0,0,0,0,0,0,0.0,0.3962,0.4906,0.9,Clear,False
CTX197402444,1,26,"bagrem skryté ploše jsou znatelné 3—4 hlubší objekty, skrývka",,,ces,0.9999,84.5,9,61,0.0164,0,0,0,0,0,0,0.0,0.3673,0.4694,0.9331,Clear,False
CTX197402444,1,27,"však šla velmi hluboko, takže mad± mělčí objekty byly zcela",,,ces,1.0,93.0,10,59,0.0169,1,0,0,0,0,0,0.04,0.3958,0.4375,0.9284,Clear,False
CTX197402444,1,28,zničeny,,,ces,0.9685,850.0,1,7,0.0,0,0,0,0,0,0,0.0,0.4286,0.7143,0.8404,Noisy,False
CTX197402444,1,29,Podle teréního pozorování,,,ces,1.0,163.0,3,25,0.0,0,0,0,0,0,0,0.0,0.4783,0.6087,0.9437,Clear,False
CTX197402444,1,30,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,31,je ještě část sídliště,,,ces,1.0,148.0,4,22,0.0,0,0,0,0,0,0,0.0,0.3684,0.2632,0.9,Clear,False
CTX197402444,1,32,"zachována na parc.č. 1503, kde jsme sběrem",,,ces,1.0,112.0,7,42,0.0,0,0,0,0,0,1,0.0,0.3448,0.5172,0.9,Clear,False
CTX197402444,1,33,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,34,získali lžickou kera-,,,ces,0.9651,444.0,3,21,0.0,0,0,0,0,0,0,0.0,0.4444,0.2778,0.8963,Noisy,False
CTX197402444,1,35,"miku. Další střepy jsme našli na parc.č. 1510, scvernt od pískovny",,,ces,0.9997,123.0,11,66,0.0,0,0,0,0,0,2,0.0,0.3333,0.5208,0.9,Clear,False
CTX197402444,1,36,Ty však mohou pocházet z rozrušených žárových hrobů.,,,ces,0.9965,41.75,8,52,0.0,0,0,0,0,0,0,0.0,0.3864,0.4545,0.9132,Clear,False
CTX197402444,1,37,"Domnáváme se, že AÚ ČSAV v Praze by měl dokončit",,,ces,1.0,38.75,10,48,0.0,0,0,0,0,0,0,0.0,0.4211,0.6053,0.9,Clear,False
CTX197402444,1,38,"Výzkum tohoto důležitého lužického sídliště, aby tak byl ukázán",,,ces,1.0,30.12,9,63,0.0,0,0,0,0,0,0,0.0,0.4444,0.3889,0.9772,Clear,False
CTX197402444,1,39,poprvé celý půdorys pravěké vesnice i s pohřebištěm,,,ces,1.0,105.0,8,51,0.0,0,0,0,0,0,0,0.0,0.4091,0.5227,0.9066,Clear,False
CTX197402444,1,40,"V Hradci Králové, 27.111.1974",,,ces,0.9143,34.75,4,29,0.0,0,0,1,0,0,0,0.0875,0.3571,0.2857,0.9,Clear,False
