file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
CTX193001369,1,2,3,3,2,1,18,100,0.70534,0.04266,0.8436999999999999,1243.4240000000002,0.2,0.38826,0.46044,0.2,ces
CTX193001369,2,25,3,4,2,1,272,1609,0.8234103448275862,0.014744827586206898,0.9208965517241379,376.5558620689655,0.20689655172413793,0.3606068965517241,0.5181793103448276,0.034482758620689655,ces
CTX193001369,3,25,1,4,5,2,268,1571,0.8276103448275861,0.012293103448275864,0.9592448275862069,435.46241379310345,0.3103448275862069,0.364,0.5086793103448276,0.0,ces
CTX193001369,4,21,0,6,4,6,230,1528,0.8069666666666667,0.02352962962962963,0.9343037037037036,664.3785185185186,0.2222222222222222,0.40125925925925926,0.5166074074074074,0.0,ces
CTX193001369,5,29,1,10,4,0,267,1639,0.7776307692307692,0.013579487179487182,0.9146128205128204,542.2025641025641,0.20512820512820512,0.35583333333333333,0.533151282051282,0.0,ces
CTX193001369,6,23,1,8,2,3,288,1828,0.8173064516129033,0.013274193548387098,0.9313645161290323,463.6077419354839,0.3225806451612903,0.34851290322580647,0.5241677419354838,0.0,ces
CTX193001369,7,26,3,7,2,2,332,1900,0.8067757575757576,0.00814848484848485,0.9296181818181818,576.4093939393939,0.21212121212121213,0.3408060606060606,0.526430303030303,0.0,ces
CTX193001369,8,12,3,3,1,4,153,895,0.7899533333333333,0.016766666666666666,0.9485333333333333,578.9466666666667,0.26666666666666666,0.3596933333333333,0.5168533333333333,0.0,ces
CTX193001369,10,0,1,0,2,0,0,0,,,,,,,,,
CTX193001369,11,0,3,2,2,2,4,32,0.60775,0.25835,0.75,1685.02,0.5,0.34845,0.21514999999999998,0.0,ces
CTX193001369,12,0,2,2,2,0,13,69,0.6657,0.09375,0.7874,1910.235,1.0,0.404,0.49495,0.0,ces
CTX193001369,13,0,1,0,1,2,0,0,,,,,,,,,
CTX193001369,14,0,1,0,0,3,0,0,,,,,,,,,
CTX193001369,15,2,8,7,6,3,29,154,0.6461777777777777,0.08990000000000001,0.7937555555555555,1343.2444444444445,0.3333333333333333,0.33746666666666664,0.29102222222222224,0.0,ces
CTX193001369,16,0,7,4,3,4,9,37,0.595525,0.0875,0.8088,3984.7125,0.25,0.4399,0.490375,0.5,ces
CTX193001369,17,3,3,0,5,0,8,59,0.7796666666666666,0.04,0.75,1785.9966666666667,0.3333333333333333,0.3111,0.4861,0.0,ces
CTX193001369,18,1,2,1,3,1,2,18,0.65765,0.0,0.84695,1534.715,0.0,0.35,0.55,0.0,ces
CTX193001369,19,1,2,1,2,1,7,22,0.70645,0.1729,0.9221,474.86,0.5,0.38885000000000003,0.5,0.0,ces
CTX193001369,20,0,2,0,2,2,0,0,,,,,,,,,
CTX193001369,21,2,3,2,3,0,6,79,0.64995,0.22082500000000002,0.8122,2203.62,0.25,0.320675,0.47802500000000003,0.0,ces
CTX193001369,22,0,1,1,0,1,3,16,0.6755,0.0,0.75,398.1,0.0,0.6667,0.0,0.0,ces
CTX193001369,23,0,4,2,5,2,2,21,0.6003000000000001,0.30000000000000004,0.875,883.04,0.5,0.275,0.45,0.0,ces
CTX193001369,24,0,4,0,8,3,0,0,,,,,,,,,
CTX193001369,25,2,3,1,4,1,5,20,0.7418333333333335,0.03333333333333333,0.9038666666666666,850.54,0.0,0.4555666666666667,0.3277666666666667,0.0,ces
CTX193001369,26,3,3,2,3,2,9,46,0.72034,0.02,0.8881599999999998,1850.6440000000002,0.0,0.24684,0.48334,0.0,ces
CTX193001369,27,0,6,2,9,3,4,28,0.6311500000000001,0.2,0.79715,5791.33,0.5,0.35895,0.3205,0.0,ces
CTX193001369,28,2,4,2,4,1,7,38,0.69745,0.0125,0.80645,1360.45,0.0,0.375,0.25,0.0,ces
