file,page_num,Clear,Empty,Noisy,Non-text,Trash,total_word_count,total_char_count,avg_quality_score,avg_word_weird,avg_lang_score,avg_perplex,avg_symbol,avg_vowel_ratio,avg_rot_ratio,ch_ratio,main_lang
MTX194600222,1,4,4,8,1,2,69,409,0.7191166666666667,0.003958333333333334,0.9255916666666666,829.2466666666666,0.25,0.3887333333333333,0.45045,0.08333333333333333,ces
MTX194601130,1,3,1,6,1,0,34,197,0.7127333333333333,0.002777777777777778,0.8878777777777778,997.7033333333334,0.1111111111111111,0.3828111111111111,0.5268555555555555,0.2222222222222222,ces
MTX194602129,1,5,4,7,0,0,48,326,0.7270583333333334,0.013541666666666667,0.8458583333333333,1710.9083333333335,0.0,0.41785,0.5103083333333333,0.16666666666666666,ces
MTX194602989,1,4,4,9,0,0,39,325,0.7221923076923077,0.0041,0.9024,1531.5223076923078,0.0,0.3651,0.4754846153846154,0.15384615384615385,ces
MTX194700758,1,3,4,2,2,4,19,109,0.72936,0.0,0.8511200000000001,508.86400000000003,0.0,0.28742,0.57942,0.0,ces
MTX194701553,2,8,1,8,2,0,81,545,0.7326375,0.0139125,0.9047937500000001,815.055625,0.1875,0.38566875,0.52938125,0.0,ces
MTX194800123,5,7,0,10,2,1,118,648,0.6975823529411764,0.010058823529411764,0.961735294117647,377.32588235294116,0.058823529411764705,0.32236470588235294,0.524935294117647,0.0,ces
MTX194800839,1,18,10,20,3,0,152,952,0.74555,0.015571052631578947,0.9330289473684211,1062.5005263157893,0.13157894736842105,0.40090526315789476,0.510478947368421,0.13157894736842105,ces
MTX194900081,16,12,0,23,3,0,299,1902,0.7343657142857143,0.028674285714285715,0.9687942857142857,717.4225714285715,0.08571428571428572,0.39542,0.5090314285714286,0.0,ces
MTX195000579,10,7,5,6,5,0,143,733,0.7455384615384616,0.007146153846153847,0.9577307692307693,1244.8423076923077,0.38461538461538464,0.3966692307692308,0.5442,0.0,ces
MTX195001022,3,1,0,1,0,0,4,25,0.63405,0.025,0.76545,1075606.685,0.0,0.4722,0.2222,0.0,ces
MTX195001467,2,11,12,11,3,0,65,403,0.7500818181818182,0.01985909090909091,0.8969227272727273,909.5877272727273,0.045454545454545456,0.37388636363636363,0.4592818181818182,0.22727272727272727,ces
MTX195100569,2,3,6,6,1,4,43,290,0.7373333333333334,0.027166666666666665,0.8980333333333334,426.91,0.0,0.4313,0.5521111111111111,0.2222222222222222,ces
MTX195100878,42,7,1,32,0,1,325,2053,0.7183615384615384,0.008346153846153847,0.9837282051282051,653.1046153846154,0.05128205128205128,0.4110615384615385,0.534351282051282,0.0,ces
MTX195200247,43,7,19,13,117,2,47,207,0.683205,0.0,0.94478,275179.9435,0.0,0.366915,0.48565500000000006,0.0,ces
MTX195203035,2,26,4,8,2,1,147,979,0.8121529411764705,0.0022058823529411764,0.9419029411764707,801.8726470588235,0.0,0.41918823529411764,0.5003058823529412,0.14705882352941177,ces
