file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX197402444,1,1,o P ATOVICEn.Le,,,ces,0.75,6780.81,3,15,0.0,0,0,0,0,0,0.0333,0.5,0.5833,0.495,Noisy,False
CTX197402444,1,2,Kat. obec:,,,ces,0.75,3295.2,2,10,0.1,0,0,0,0,0,0.0,0.4286,0.4286,0.3999,Trash,False
CTX197402444,1,3,Osada:,,,ces,0.9951,1675.95,1,6,0.1667,0,0,0,0,0,0.0,0.6,0.6,0.7609,Clear,False
CTX197402444,1,4,Trať: Pardubice,,,ces,0.75,722.07,2,15,0.0667,0,0,0,0,0,0.0,0.3846,0.3846,0.8535,Clear,False
CTX197402444,1,5,Okres:,,,ces,0.75,1153.12,1,6,0.1667,0,0,0,0,0,0.0,0.4,0.6,0.7958,Clear,False
CTX197402444,1,6,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,7,Druhakultura:,,,ces,0.9938,2484.06,1,13,0.0769,0,0,0,0,0,0.0,0.4167,0.3333,0.6999,Noisy,False
CTX197402444,1,8,Lužické sídliště,,,ces,1.0,168.17,2,16,0.0,0,0,0,0,0,0.0,0.4,0.2,0.9048,Clear,False
CTX197402444,1,9,Zpráva,,,ces,1.0,4574.98,1,6,0.0,0,0,0,0,0,0.0,0.3333,0.5,0.6999,Noisy,False
CTX197402444,1,10,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,11,XXWžkumu,,,ces,0.8246,673.4,1,8,0.0,0,0,0,0,0,0.0,0.25,0.75,0.8631,Clear,False
CTX197402444,1,12,XAterenta,,,ces,0.75,7430.24,1,9,0.0,0,0,0,0,0,0.0,0.4444,0.4444,0.6999,Noisy,False
CTX197402444,1,13,kmixxxx,,,ces,0.9954,7427.32,1,7,0.0,0,0,1,0,1,0.35,0.1429,0.7143,0.3999,Trash,False
CTX197402444,1,14,ved. oddělení,,,ces,1.0,2379.49,2,13,0.0,0,0,0,0,0,0.0,0.4545,0.7273,0.6999,Noisy,False
CTX197402444,1,15,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,16,za období:,,,ces,0.9609,3282.93,2,10,0.1,0,0,0,0,0,0.0,0.5,0.75,0.3999,Trash,False
CTX197402444,1,17,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,18,19.111.1974,,,,0.0,0.0,0,11,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX197402444,1,19,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,20,Dne 19.III.1974 jsije navštívili pískovnu JZD,,,ces,0.9896,1041.71,6,45,0.0,0,0,1,0,0,0.0583,0.4062,0.5,0.6999,Noisy,False
CTX197402444,1,21,"v Opatovicích n.L., známouzvelkého záchraného výzkumu AŮ ČSAV",,,ces,0.9999,388.87,8,61,0.0,0,0,0,0,0,0.0125,0.4118,0.4902,0.6999,Noisy,False
CTX197402444,1,22,v Prazevletech 1956-1959. Tehdy prácevpískovně byla zastavena,,,ces,1.0,804.67,7,61,0.0,0,0,0,0,0,0.0,0.3778,0.5556,0.8151,Clear,False
CTX197402444,1,23,a proto výzkum byl přerušen.,,,ces,1.0,438.89,5,28,0.0,0,0,0,0,0,0.0,0.3913,0.6087,0.8316,Clear,False
CTX197402444,1,24,"Zjistili jsme, že prácevpískovně byly obnoveny,",,,ces,1.0,523.13,6,47,0.0,0,0,0,0,0,0.0,0.4,0.625,0.8536,Clear,False
CTX197402444,1,25,rozsah pískovny se zvětšiliza hranice záchranného výzkumu. Na,,,ces,0.9999,272.43,8,61,0.0,0,0,0,0,0,0.0,0.3962,0.4906,0.8646,Clear,False
CTX197402444,1,26,"bagrem skryté ploše jsou znatelné 3—4 hlubší objekty, skrývka",,,ces,0.9999,449.33,9,61,0.0164,0,0,0,0,0,0.0,0.3673,0.4694,0.8912,Clear,False
CTX197402444,1,27,"však šla velmi hluboko, takže mad± mělčí objekty byly zcela",,,ces,1.0,418.25,10,59,0.0169,1,0,0,0,0,0.04,0.3958,0.4375,0.6999,Noisy,False
CTX197402444,1,28,zničeny,,,ces,0.9685,12666.95,1,7,0.0,0,0,0,0,0,0.0,0.4286,0.7143,0.6999,Noisy,False
CTX197402444,1,29,Podle teréního pozorování,,,ces,1.0,1231.28,3,25,0.0,0,0,0,0,0,0.0,0.4783,0.6087,0.8429,Clear,False
CTX197402444,1,30,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,31,je ještě část sídliště,,,ces,1.0,78.43,4,22,0.0,0,0,0,0,0,0.0,0.3684,0.2632,0.8418,Clear,False
CTX197402444,1,32,"zachována na parc.č. 1503, kde jsme sběrem",,,ces,1.0,471.94,7,42,0.0,0,0,0,0,1,0.0,0.3448,0.5172,0.8105,Clear,False
CTX197402444,1,33,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX197402444,1,34,získali lžickou kera-,,,ces,0.9651,953.32,3,21,0.0,0,0,0,0,0,0.0,0.4444,0.2778,0.8479,Clear,False
CTX197402444,1,35,"miku. Další střepy jsme našli na parc.č. 1510, scvernt od pískovny",,,ces,0.9997,660.44,11,66,0.0,0,0,0,0,2,0.0,0.3333,0.5208,0.828,Clear,False
CTX197402444,1,36,Ty však mohou pocházetzrozrušených žárových hrobů.,,,ces,0.992,325.65,6,50,0.0,0,0,0,0,0,0.0,0.3864,0.4545,0.8743,Clear,False
CTX197402444,1,37,"Domnáváme se, že AÚ ČSAV v Praze by měl dokončit",,,ces,1.0,371.62,10,48,0.0,0,0,0,0,0,0.0,0.4211,0.6053,0.7691,Clear,False
